date,user_id,session_id,traffic_source,page,bounce,exit_page,conversion
2025-05-01 12:13:58.247649529,2215,35235,Organic,/checkout,0,1,0
2025-05-01 12:40:11.042208441,1955,10159,Organic,/,0,0,0
2025-05-01 13:06:23.836767353,3324,22145,Social,/signup,0,0,0
2025-05-01 13:32:36.631326265,2184,25373,Organic,/product,0,0,0
2025-05-01 13:58:49.425885177,1459,41921,Organic,/,0,0,0
2025-05-01 14:25:02.220444088,4385,49323,Paid,/checkout,0,0,0
2025-05-01 14:51:15.015003000,1021,26237,Social,/,1,0,0
2025-05-01 15:17:27.809561912,3300,18244,Organic,/pricing,0,0,0
2025-05-01 15:43:40.604120824,1747,24743,Paid,/product,1,0,0
2025-05-01 16:09:53.398679735,3904,41566,Paid,/,0,1,0
2025-05-01 16:36:06.193238647,4632,28691,Paid,/,1,0,0
2025-05-01 17:02:18.987797559,1474,43996,Social,/,0,0,0
2025-05-01 17:28:31.782356471,2082,15590,Organic,/,0,0,0
2025-05-01 17:54:44.576915383,3558,15585,Social,/signup,0,1,0
2025-05-01 18:20:57.371474294,4753,19227,Social,/pricing,1,1,0
2025-05-01 18:47:10.166033206,3047,38278,Paid,/product,0,0,0
2025-05-01 19:13:22.960592118,4547,48814,Social,/product,0,1,0
2025-05-01 19:39:35.755151030,3747,22237,Paid,/checkout,0,1,0
2025-05-01 20:05:48.549709942,1975,25649,Organic,/checkout,0,0,0
2025-05-01 20:32:01.344268853,2806,47713,Social,/blog,0,0,0
2025-05-01 20:58:14.138827765,1189,17927,Paid,/signup,0,0,0
2025-05-01 21:24:26.933386677,4005,17016,Social,/product,0,0,1
2025-05-01 21:50:39.727945589,3734,24027,Organic,/product,0,0,1
2025-05-01 22:16:52.522504500,4005,34142,Referral,/blog,1,0,0
2025-05-01 22:43:05.317063412,1562,33545,Paid,/blog,0,0,0
2025-05-01 23:09:18.111622324,2899,41897,Organic,/pricing,0,1,0
2025-05-01 23:35:30.906181236,4638,13167,Paid,/product,1,0,0
2025-05-02 00:01:43.700740148,2267,36917,Social,/thank-you,0,1,0
2025-05-02 00:27:56.495299059,3879,32736,Social,/signup,0,0,0
2025-05-02 00:54:09.289857971,2528,37990,Paid,/product,1,0,1
2025-05-02 01:20:22.084416883,4202,24087,Referral,/blog,0,0,0
2025-05-02 01:46:34.878975795,4556,32440,Organic,/product,0,0,0
2025-05-02 02:12:47.673534706,4890,45205,Paid,/,1,1,0
2025-05-02 02:39:00.468093618,1646,25275,Referral,/product,1,1,0
2025-05-02 03:05:13.262652530,3068,15276,Referral,/product,0,0,0
2025-05-02 03:31:26.057211442,3888,47496,Social,/,0,1,0
2025-05-02 03:57:38.851770354,3214,29008,Referral,/signup,0,0,0
2025-05-02 04:23:51.646329265,2297,15738,Organic,/product,0,0,0
2025-05-02 04:50:04.440888177,3435,42402,Referral,/pricing,0,0,0
2025-05-02 05:16:17.235447089,1600,15793,Organic,/,0,0,0
2025-05-02 05:42:30.030006001,3363,47291,Organic,/,1,0,0
2025-05-02 06:08:42.824564912,3061,15571,Organic,/signup,1,0,0
2025-05-02 06:34:55.619123824,1241,41331,Paid,/blog,0,0,0
2025-05-02 07:01:08.413682736,3041,26209,Organic,/checkout,0,0,0
2025-05-02 07:27:21.208241648,3824,35394,Organic,/thank-you,0,0,0
2025-05-02 07:53:34.002800560,4417,35682,Organic,/product,0,1,0
2025-05-02 08:19:46.797359471,3612,12224,Organic,/product,0,0,0
2025-05-02 08:45:59.591918383,3945,42441,Paid,/signup,1,0,1
2025-05-02 09:12:12.386477295,2363,49129,Paid,/thank-you,0,0,0
2025-05-02 09:38:25.181036207,3139,44716,Organic,/blog,1,0,0
2025-05-02 10:04:37.975595119,2390,36586,Social,/signup,0,0,0
2025-05-02 10:30:50.770154030,4003,33478,Referral,/signup,0,0,0
2025-05-02 10:57:03.564712942,2478,16318,Social,/product,0,1,0
2025-05-02 11:23:16.359271854,4499,38694,Organic,/pricing,0,1,0
2025-05-02 11:49:29.153830766,3556,30180,Social,/signup,1,0,0
2025-05-02 12:15:41.948389677,1775,22180,Organic,/blog,1,0,0
2025-05-02 12:41:54.742948589,1034,43002,Organic,/,0,0,0
2025-05-02 13:08:07.537507501,3253,25372,Organic,/product,0,0,0
2025-05-02 13:34:20.332066413,4152,39796,Social,/,0,0,0
2025-05-02 14:00:33.126625325,2955,34427,Organic,/,1,0,1
2025-05-02 14:26:45.921184236,2585,43290,Organic,/checkout,1,0,0
2025-05-02 14:52:58.715743148,4943,38099,Organic,/,0,0,1
2025-05-02 15:19:11.510302060,4459,19821,Referral,/,0,1,0
2025-05-02 15:45:24.304860972,4073,15832,Social,/product,0,0,0
2025-05-02 16:11:37.099419884,2021,22820,Organic,/blog,0,0,0
2025-05-02 16:37:49.893978795,4461,26211,Paid,/pricing,0,0,0
2025-05-02 17:04:02.688537707,3613,49890,Paid,/,0,0,0
2025-05-02 17:30:15.483096619,2129,15842,Social,/,1,0,0
2025-05-02 17:56:28.277655531,4843,11316,Organic,/,0,1,0
2025-05-02 18:22:41.072214442,4893,27508,Referral,/pricing,0,0,0
2025-05-02 18:48:53.866773354,2500,32005,Organic,/product,1,0,0
2025-05-02 19:15:06.661332266,1702,25206,Social,/checkout,0,0,0
2025-05-02 19:41:19.455891178,3449,28971,Organic,/pricing,0,0,0
2025-05-02 20:07:32.250450090,3777,35599,Organic,/,0,0,1
2025-05-02 20:33:45.045009001,2579,32056,Organic,/blog,0,1,0
2025-05-02 20:59:57.839567913,1161,11378,Paid,/product,0,0,0
2025-05-02 21:26:10.634126825,1201,11519,Organic,/blog,0,0,0
2025-05-02 21:52:23.428685737,2981,32161,Social,/product,1,1,0
2025-05-02 22:18:36.223244648,1995,48861,Organic,/pricing,0,0,0
2025-05-02 22:44:49.017803560,3317,15355,Social,/signup,1,0,0
2025-05-02 23:11:01.812362472,4934,19083,Social,/checkout,0,0,0
2025-05-02 23:37:14.606921384,1815,48342,Paid,/product,1,0,0
2025-05-03 00:03:27.401480296,4342,30456,Social,/product,0,1,0
2025-05-03 00:29:40.196039207,1455,23324,Social,/pricing,0,0,0
2025-05-03 00:55:52.990598119,4533,12257,Organic,/checkout,0,1,0
2025-05-03 01:22:05.785157031,4798,37364,Social,/checkout,0,0,0
2025-05-03 01:48:18.579715943,2275,34972,Organic,/,0,1,0
2025-05-03 02:14:31.374274854,2016,36654,Paid,/,1,0,0
2025-05-03 02:40:44.168833766,4773,25233,Social,/pricing,0,1,0
2025-05-03 03:06:56.963392678,3343,25887,Organic,/,0,1,0
2025-05-03 03:33:09.757951590,4796,39320,Organic,/product,0,0,0
2025-05-03 03:59:22.552510502,3767,30808,Paid,/,1,0,0
2025-05-03 04:25:35.347069413,4820,40154,Social,/blog,0,0,0
2025-05-03 04:51:48.141628325,1337,44773,Referral,/checkout,1,1,0
2025-05-03 05:18:00.936187237,1878,37747,Paid,/thank-you,1,0,0
2025-05-03 05:44:13.730746149,2076,20860,Social,/product,0,0,0
2025-05-03 06:10:26.525305061,1791,28156,Referral,/pricing,0,1,0
2025-05-03 06:36:39.319863972,4993,30360,Organic,/signup,1,0,0
2025-05-03 07:02:52.114422884,3264,28135,Organic,/,0,0,1
2025-05-03 07:29:04.908981796,1763,35351,Social,/blog,0,1,0
2025-05-03 07:55:17.703540708,3235,40499,Social,/product,1,0,0
2025-05-03 08:21:30.498099619,1379,33554,Referral,/,1,0,0
2025-05-03 08:47:43.292658531,1492,29604,Paid,/product,1,0,0
2025-05-03 09:13:56.087217443,4112,26923,Organic,/,0,0,0
2025-05-03 09:40:08.881776355,2180,18547,Paid,/blog,0,0,0
2025-05-03 10:06:21.676335267,3062,43002,Organic,/product,0,0,0
2025-05-03 10:32:34.470894178,4884,24562,Organic,/product,0,0,0
2025-05-03 10:58:47.265453090,1064,17480,Social,/,0,0,1
2025-05-03 11:25:00.060012002,4928,36672,Organic,/signup,0,0,1
2025-05-03 11:51:12.854570914,4910,14213,Social,/pricing,0,0,0
2025-05-03 12:17:25.649129825,3568,20293,Paid,/pricing,1,0,0
2025-05-03 12:43:38.443688737,2367,44441,Paid,/pricing,1,0,0
2025-05-03 13:09:51.238247649,2152,12100,Organic,/product,1,0,0
2025-05-03 13:36:04.032806561,3027,38172,Organic,/,0,0,0
2025-05-03 14:02:16.827365473,3695,30132,Organic,/blog,0,1,0
2025-05-03 14:28:29.621924384,2495,28199,Referral,/,1,0,0
2025-05-03 14:54:42.416483296,4134,46609,Social,/,0,0,1
2025-05-03 15:20:55.211042208,2162,18016,Paid,/blog,0,1,0
2025-05-03 15:47:08.005601120,2522,49779,Organic,/,0,1,0
2025-05-03 16:13:20.800160032,3640,47261,Referral,/product,0,0,0
2025-05-03 16:39:33.594718943,1391,41881,Organic,/pricing,0,1,0
2025-05-03 17:05:46.389277855,2698,27058,Organic,/product,1,0,0
2025-05-03 17:31:59.183836767,1418,34472,Paid,/blog,1,0,0
2025-05-03 17:58:11.978395679,3336,44926,Referral,/blog,0,0,1
2025-05-03 18:24:24.772954590,1378,44832,Organic,/blog,0,0,0
2025-05-03 18:50:37.567513502,2796,46021,Organic,/blog,1,0,0
2025-05-03 19:16:50.362072414,4561,34087,Referral,/product,0,0,0
2025-05-03 19:43:03.156631326,3278,22828,Organic,/product,0,0,0
2025-05-03 20:09:15.951190238,4065,41128,Organic,/product,1,0,0
2025-05-03 20:35:28.745749149,3088,11401,Paid,/product,1,0,0
2025-05-03 21:01:41.540308061,4099,29643,Referral,/thank-you,1,0,0
2025-05-03 21:27:54.334866973,3182,25193,Paid,/signup,0,0,0
2025-05-03 21:54:07.129425885,1200,36853,Referral,/,0,1,0
2025-05-03 22:20:19.923984796,2863,30307,Social,/,1,0,0
2025-05-03 22:46:32.718543708,1779,46982,Organic,/,0,0,1
2025-05-03 23:12:45.513102620,3977,29611,Referral,/,1,0,0
2025-05-03 23:38:58.307661532,4104,21950,Paid,/,0,0,0
2025-05-04 00:05:11.102220444,4119,20704,Organic,/pricing,1,0,0
2025-05-04 00:31:23.896779355,1502,21867,Paid,/signup,0,0,0
2025-05-04 00:57:36.691338267,3454,12745,Organic,/blog,0,0,0
2025-05-04 01:23:49.485897179,4645,13866,Organic,/,0,0,0
2025-05-04 01:50:02.280456091,2751,42245,Organic,/product,0,0,0
2025-05-04 02:16:15.075015003,1804,15818,Paid,/pricing,0,0,0
2025-05-04 02:42:27.869573914,3146,40116,Social,/signup,0,1,0
2025-05-04 03:08:40.664132826,3731,25493,Paid,/signup,1,0,0
2025-05-04 03:34:53.458691738,2895,38038,Referral,/checkout,0,0,0
2025-05-04 04:01:06.253250650,3773,30447,Organic,/pricing,0,0,0
2025-05-04 04:27:19.047809561,2570,40431,Organic,/blog,0,1,0
2025-05-04 04:53:31.842368473,1960,27908,Organic,/,1,0,0
2025-05-04 05:19:44.636927385,4810,39336,Organic,/pricing,0,0,0
2025-05-04 05:45:57.431486297,3660,14025,Organic,/,0,0,0
2025-05-04 06:12:10.226045209,2485,30093,Social,/product,1,0,0
2025-05-04 06:38:23.020604120,3690,16155,Referral,/blog,0,1,0
2025-05-04 07:04:35.815163032,4840,43487,Referral,/product,0,1,0
2025-05-04 07:30:48.609721944,2028,30963,Organic,/,0,0,0
2025-05-04 07:57:01.404280856,4289,30936,Referral,/,1,0,0
2025-05-04 08:23:14.198839768,1502,14426,Organic,/,0,0,0
2025-05-04 08:49:26.993398679,3814,33303,Organic,/,1,0,0
2025-05-04 09:15:39.787957591,1397,37606,Referral,/,1,1,0
2025-05-04 09:41:52.582516503,1870,38151,Social,/,0,0,1
2025-05-04 10:08:05.377075415,3842,23767,Organic,/,1,0,0
2025-05-04 10:34:18.171634326,1392,21308,Paid,/thank-you,0,0,0
2025-05-04 11:00:30.966193238,1206,34770,Organic,/product,0,0,0
2025-05-04 11:26:43.760752150,2038,38572,Social,/,0,1,0
2025-05-04 11:52:56.555311062,2881,12204,Paid,/pricing,1,0,0
2025-05-04 12:19:09.349869974,4625,37233,Referral,/signup,0,0,0
2025-05-04 12:45:22.144428885,3939,31729,Organic,/blog,0,0,0
2025-05-04 13:11:34.938987797,2484,41131,Organic,/product,0,0,0
2025-05-04 13:37:47.733546709,4762,43870,Paid,/pricing,0,1,0
2025-05-04 14:04:00.528105621,4646,48011,Paid,/blog,0,1,0
2025-05-04 14:30:13.322664532,1863,49382,Organic,/blog,0,1,0
2025-05-04 14:56:26.117223444,3790,31607,Social,/blog,0,0,0
2025-05-04 15:22:38.911782356,4312,34968,Referral,/signup,0,0,0
2025-05-04 15:48:51.706341268,1563,43398,Referral,/signup,0,0,0
2025-05-04 16:15:04.500900180,2020,21908,Social,/pricing,0,0,0
2025-05-04 16:41:17.295459091,1095,36423,Referral,/product,1,0,0
2025-05-04 17:07:30.090018003,2923,19171,Paid,/blog,1,0,0
2025-05-04 17:33:42.884576915,2757,22721,Social,/signup,0,0,0
2025-05-04 17:59:55.679135827,3532,26616,Organic,/,0,0,0
2025-05-04 18:26:08.473694739,4478,48458,Organic,/thank-you,1,0,0
2025-05-04 18:52:21.268253650,3278,17659,Organic,/,1,1,0
2025-05-04 19:18:34.062812562,3796,21704,Paid,/pricing,0,1,0
2025-05-04 19:44:46.857371474,2678,42793,Organic,/signup,0,0,0
2025-05-04 20:10:59.651930386,4242,41226,Referral,/,0,0,0
2025-05-04 20:37:12.446489297,1540,33852,Organic,/pricing,0,1,0
2025-05-04 21:03:25.241048209,2059,42082,Organic,/,0,0,1
2025-05-04 21:29:38.035607121,3572,32794,Paid,/product,1,0,0
2025-05-04 21:55:50.830166033,2183,23379,Organic,/,0,0,0
2025-05-04 22:22:03.624724945,4910,17006,Organic,/product,0,0,0
2025-05-04 22:48:16.419283856,2722,18682,Organic,/product,1,0,1
2025-05-04 23:14:29.213842768,4314,43840,Paid,/thank-you,1,1,0
2025-05-04 23:40:42.008401680,4157,42430,Paid,/thank-you,1,0,0
2025-05-05 00:06:54.802960592,2819,33091,Social,/,1,0,1
2025-05-05 00:33:07.597519503,3625,42983,Social,/blog,0,0,0
2025-05-05 00:59:20.392078415,3729,33989,Paid,/,1,0,0
2025-05-05 01:25:33.186637327,3604,19915,Organic,/,1,0,0
2025-05-05 01:51:45.981196239,2597,28990,Organic,/,0,0,0
2025-05-05 02:17:58.775755151,4060,34734,Social,/checkout,0,0,0
2025-05-05 02:44:11.570314062,3693,24824,Organic,/checkout,0,0,0
2025-05-05 03:10:24.364872974,1795,46081,Organic,/,1,0,0
2025-05-05 03:36:37.159431886,2051,21033,Social,/,0,0,0
2025-05-05 04:02:49.953990798,2643,26241,Paid,/,0,0,0
2025-05-05 04:29:02.748549709,4627,15939,Organic,/pricing,0,0,0
2025-05-05 04:55:15.543108621,2363,45063,Organic,/pricing,0,0,0
2025-05-05 05:21:28.337667533,4869,44464,Referral,/,0,0,0
2025-05-05 05:47:41.132226445,2981,21185,Referral,/signup,0,1,0
2025-05-05 06:13:53.926785357,2354,37045,Social,/product,1,1,0
2025-05-05 06:40:06.721344268,2663,29167,Paid,/checkout,0,0,0
2025-05-05 07:06:19.515903180,2529,46412,Paid,/blog,0,0,0
2025-05-05 07:32:32.310462092,3038,31625,Referral,/product,0,0,1
2025-05-05 07:58:45.105021004,4419,49188,Referral,/signup,0,0,0
2025-05-05 08:24:57.899579916,2496,37076,Organic,/signup,0,0,0
2025-05-05 08:51:10.694138827,4302,29029,Social,/product,0,0,0
2025-05-05 09:17:23.488697739,3237,32973,Organic,/product,0,0,0
2025-05-05 09:43:36.283256651,4296,49121,Organic,/checkout,0,0,0
2025-05-05 10:09:49.077815563,2408,41433,Social,/,0,0,1
2025-05-05 10:36:01.872374474,2400,11932,Paid,/,0,0,0
2025-05-05 11:02:14.666933386,2306,11757,Referral,/pricing,0,0,0
2025-05-05 11:28:27.461492298,3680,40722,Organic,/signup,0,0,1
2025-05-05 11:54:40.256051210,3675,47853,Paid,/signup,0,0,0
2025-05-05 12:20:53.050610122,1972,48405,Referral,/checkout,1,1,0
2025-05-05 12:47:05.845169033,2768,11116,Referral,/pricing,1,0,0
2025-05-05 13:13:18.639727945,2282,21691,Organic,/,0,1,0
2025-05-05 13:39:31.434286857,4430,10492,Organic,/pricing,0,0,0
2025-05-05 14:05:44.228845769,1709,37882,Social,/signup,0,0,0
2025-05-05 14:31:57.023404680,2479,18811,Organic,/,0,0,0
2025-05-05 14:58:09.817963592,2434,37808,Referral,/,1,0,0
2025-05-05 15:24:22.612522504,1648,34272,Referral,/,1,0,0
2025-05-05 15:50:35.407081416,1317,38399,Organic,/pricing,1,1,0
2025-05-05 16:16:48.201640328,4748,16474,Organic,/signup,1,0,1
2025-05-05 16:43:00.996199239,4296,36956,Organic,/blog,1,0,0
2025-05-05 17:09:13.790758151,4890,23979,Referral,/thank-you,0,0,0
2025-05-05 17:35:26.585317063,2257,38328,Organic,/,0,1,0
2025-05-05 18:01:39.379875975,1683,22867,Paid,/checkout,1,0,0
2025-05-05 18:27:52.174434887,1663,35851,Paid,/signup,0,0,1
2025-05-05 18:54:04.968993798,2998,41279,Paid,/product,0,0,0
2025-05-05 19:20:17.763552710,4898,40527,Organic,/thank-you,0,0,0
2025-05-05 19:46:30.558111622,4445,17866,Organic,/product,1,0,0
2025-05-05 20:12:43.352670534,4743,25449,Referral,/signup,0,0,0
2025-05-05 20:38:56.147229445,2631,20685,Referral,/signup,0,0,0
2025-05-05 21:05:08.941788357,2495,33544,Social,/signup,1,0,0
2025-05-05 21:31:21.736347269,4304,15451,Organic,/pricing,1,0,0
2025-05-05 21:57:34.530906181,4763,31642,Organic,/,1,1,0
2025-05-05 22:23:47.325465093,2136,49954,Social,/pricing,0,0,0
2025-05-05 22:50:00.120024004,2853,48870,Organic,/product,0,0,0
2025-05-05 23:16:12.914582916,2520,41030,Referral,/signup,1,0,0
2025-05-05 23:42:25.709141828,3489,40873,Social,/signup,0,0,0
2025-05-06 00:08:38.503700740,1563,10619,Organic,/checkout,0,0,0
2025-05-06 00:34:51.298259651,2291,43650,Referral,/,0,0,0
2025-05-06 01:01:04.092818563,4581,35372,Referral,/signup,0,0,0
2025-05-06 01:27:16.887377475,4878,13642,Organic,/checkout,0,1,0
2025-05-06 01:53:29.681936387,4457,38001,Paid,/signup,0,0,0
2025-05-06 02:19:42.476495299,4458,44064,Organic,/,0,1,0
2025-05-06 02:45:55.271054210,4184,39290,Organic,/,1,0,0
2025-05-06 03:12:08.065613122,2636,24122,Organic,/,0,0,0
2025-05-06 03:38:20.860172034,4696,34820,Paid,/blog,0,0,0
2025-05-06 04:04:33.654730946,3999,12895,Referral,/blog,0,0,0
2025-05-06 04:30:46.449289858,4152,15366,Paid,/thank-you,0,0,0
2025-05-06 04:56:59.243848769,1698,18711,Organic,/product,1,0,0
2025-05-06 05:23:12.038407681,3160,29596,Social,/product,0,0,0
2025-05-06 05:49:24.832966593,1001,28793,Organic,/blog,1,0,0
2025-05-06 06:15:37.627525505,1641,18199,Referral,/signup,0,0,0
2025-05-06 06:41:50.422084416,3267,20717,Paid,/checkout,0,0,0
2025-05-06 07:08:03.216643328,2589,46191,Organic,/signup,0,0,0
2025-05-06 07:34:16.011202240,1854,20211,Organic,/product,0,0,0
2025-05-06 08:00:28.805761152,2759,33360,Social,/blog,0,1,0
2025-05-06 08:26:41.600320064,4296,31542,Organic,/signup,0,0,0
2025-05-06 08:52:54.394878975,3432,41312,Social,/pricing,0,0,0
2025-05-06 09:19:07.189437887,4474,46435,Organic,/,1,0,0
2025-05-06 09:45:19.983996799,2661,38247,Organic,/,1,1,0
2025-05-06 10:11:32.778555711,2153,32357,Paid,/,0,0,0
2025-05-06 10:37:45.573114622,2076,37691,Referral,/blog,0,0,0
2025-05-06 11:03:58.367673534,2707,22424,Referral,/,0,0,0
2025-05-06 11:30:11.162232446,3777,28852,Organic,/,1,0,0
2025-05-06 11:56:23.956791358,2695,32601,Organic,/product,0,0,0
2025-05-06 12:22:36.751350270,2733,28020,Organic,/pricing,0,1,0
2025-05-06 12:48:49.545909181,2439,18155,Paid,/product,0,0,0
2025-05-06 13:15:02.340468093,3294,13583,Paid,/blog,0,1,0
2025-05-06 13:41:15.135027005,1835,25515,Referral,/,0,0,1
2025-05-06 14:07:27.929585917,4510,46777,Referral,/,0,1,0
2025-05-06 14:33:40.724144829,1202,29710,Organic,/pricing,1,1,0
2025-05-06 14:59:53.518703740,4255,34532,Paid,/product,1,0,0
2025-05-06 15:26:06.313262652,1122,28601,Referral,/product,0,0,0
2025-05-06 15:52:19.107821564,1400,14967,Social,/,0,0,0
2025-05-06 16:18:31.902380476,1766,28753,Organic,/signup,0,0,0
2025-05-06 16:44:44.696939387,1293,30022,Organic,/blog,1,0,0
2025-05-06 17:10:57.491498299,3327,19135,Paid,/,1,0,0
2025-05-06 17:37:10.286057211,4908,15722,Organic,/,0,0,0
2025-05-06 18:03:23.080616123,3931,37413,Organic,/thank-you,0,0,0
2025-05-06 18:29:35.875175035,4681,37236,Organic,/blog,0,1,0
2025-05-06 18:55:48.669733946,1197,25514,Social,/product,0,0,0
2025-05-06 19:22:01.464292858,4029,47212,Organic,/blog,0,0,0
2025-05-06 19:48:14.258851770,2930,30331,Organic,/signup,1,0,0
2025-05-06 20:14:27.053410682,4582,28060,Organic,/signup,0,0,0
2025-05-06 20:40:39.847969593,3799,11196,Social,/pricing,0,0,0
2025-05-06 21:06:52.642528505,3191,22297,Referral,/product,1,0,0
2025-05-06 21:33:05.437087417,1608,12787,Paid,/,0,0,0
2025-05-06 21:59:18.231646329,4272,33816,Paid,/checkout,1,0,0
2025-05-06 22:25:31.026205241,2147,29702,Referral,/blog,0,0,0
2025-05-06 22:51:43.820764152,1186,35242,Organic,/,1,1,0
2025-05-06 23:17:56.615323064,4397,12176,Organic,/checkout,0,0,0
2025-05-06 23:44:09.409881976,3511,30127,Organic,/checkout,0,0,0
2025-05-07 00:10:22.204440888,4420,37228,Organic,/thank-you,0,0,0
2025-05-07 00:36:34.998999800,2794,30208,Organic,/signup,0,0,0
2025-05-07 01:02:47.793558711,1659,38482,Referral,/thank-you,0,1,0
2025-05-07 01:29:00.588117623,3811,19171,Social,/,1,0,0
2025-05-07 01:55:13.382676535,4002,45219,Paid,/signup,1,0,0
2025-05-07 02:21:26.177235447,2955,43396,Referral,/signup,0,0,0
2025-05-07 02:47:38.971794358,3450,13696,Organic,/,0,1,0
2025-05-07 03:13:51.766353270,2369,30058,Organic,/,1,0,0
2025-05-07 03:40:04.560912182,2986,30313,Paid,/thank-you,1,0,0
2025-05-07 04:06:17.355471094,2534,29149,Social,/product,0,0,0
2025-05-07 04:32:30.150030006,1146,14956,Organic,/signup,1,0,0
2025-05-07 04:58:42.944588917,4219,20195,Paid,/,0,0,0
2025-05-07 05:24:55.739147829,3911,27076,Social,/,0,1,0
2025-05-07 05:51:08.533706741,2734,11105,Social,/pricing,0,0,0
2025-05-07 06:17:21.328265653,2843,25417,Social,/,1,0,0
2025-05-07 06:43:34.122824564,1488,34729,Organic,/blog,0,0,0
2025-05-07 07:09:46.917383476,3976,40099,Organic,/pricing,0,1,0
2025-05-07 07:35:59.711942388,2959,42598,Paid,/,0,0,0
2025-05-07 08:02:12.506501300,2663,39961,Organic,/,0,0,0
2025-05-07 08:28:25.301060212,3598,22602,Referral,/product,0,0,0
2025-05-07 08:54:38.095619123,3385,19256,Paid,/,0,0,0
2025-05-07 09:20:50.890178035,3919,30584,Organic,/signup,0,0,0
2025-05-07 09:47:03.684736947,1640,44681,Social,/product,0,0,0
2025-05-07 10:13:16.479295859,2802,35792,Paid,/,1,0,0
2025-05-07 10:39:29.273854771,3520,31904,Organic,/pricing,0,1,0
2025-05-07 11:05:42.068413682,2969,44540,Social,/,1,0,0
2025-05-07 11:31:54.862972594,3198,36536,Referral,/,0,1,0
2025-05-07 11:58:07.657531506,2438,29164,Social,/,0,0,0
2025-05-07 12:24:20.452090418,4369,22996,Organic,/signup,0,0,0
2025-05-07 12:50:33.246649329,2634,12871,Paid,/checkout,0,0,0
2025-05-07 13:16:46.041208241,1262,32626,Social,/signup,0,0,0
2025-05-07 13:42:58.835767153,2787,20521,Organic,/product,1,1,0
2025-05-07 14:09:11.630326065,3191,11132,Organic,/product,1,0,0
2025-05-07 14:35:24.424884977,3393,43467,Referral,/pricing,0,0,0
2025-05-07 15:01:37.219443888,1623,24534,Organic,/blog,0,0,0
2025-05-07 15:27:50.014002800,2016,33854,Social,/thank-you,1,0,0
2025-05-07 15:54:02.808561712,4643,49065,Paid,/,0,1,0
2025-05-07 16:20:15.603120624,1880,17812,Paid,/,0,0,0
2025-05-07 16:46:28.397679536,3049,14557,Organic,/blog,1,1,0
2025-05-07 17:12:41.192238447,3944,12179,Social,/signup,1,0,0
2025-05-07 17:38:53.986797359,2327,19065,Organic,/signup,0,0,0
2025-05-07 18:05:06.781356271,3301,18275,Paid,/blog,0,1,0
2025-05-07 18:31:19.575915183,4723,45948,Social,/checkout,0,0,0
2025-05-07 18:57:32.370474094,1452,30700,Social,/pricing,1,0,0
2025-05-07 19:23:45.165033006,4108,49464,Referral,/checkout,1,1,0
2025-05-07 19:49:57.959591918,2183,37794,Paid,/checkout,0,0,1
2025-05-07 20:16:10.754150830,4062,38783,Organic,/signup,1,0,0
2025-05-07 20:42:23.548709742,3056,26998,Referral,/product,1,0,0
2025-05-07 21:08:36.343268653,4304,23869,Social,/,0,0,0
2025-05-07 21:34:49.137827565,4170,38152,Organic,/pricing,1,1,0
2025-05-07 22:01:01.932386477,2682,30954,Organic,/pricing,0,1,0
2025-05-07 22:27:14.726945389,3863,41555,Social,/signup,0,0,1
2025-05-07 22:53:27.521504300,3255,26654,Organic,/,0,0,0
